knowledge_date,series_id,reference_date,value,vintage_date,collected_at
2026-07-18,CZ_HICP_CORE_INDEX,2008-10-01,64.25,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2008-11-01,64.02,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2008-12-01,64.01,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2009-01-01,64.67,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2009-02-01,64.65,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2009-03-01,64.66,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2009-04-01,64.63,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2009-05-01,64.74,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2009-06-01,64.7,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2009-07-01,64.85,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2009-08-01,64.86,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2009-09-01,64.41,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2009-10-01,64.43,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2009-11-01,64.29,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2009-12-01,64.19,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2010-01-01,64.54,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2010-02-01,64.49,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2010-03-01,64.44,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2010-04-01,64.6,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2010-05-01,64.72,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2010-06-01,64.72,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2010-07-01,64.8,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2010-08-01,64.83,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2010-09-01,64.54,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2010-10-01,64.45,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2010-11-01,64.25,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2010-12-01,64.2,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2011-01-01,64.33,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2011-02-01,64.31,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2011-03-01,64.28,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2011-04-01,64.43,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2011-05-01,64.46,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2011-06-01,64.51,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2011-07-01,64.65,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2011-08-01,64.72,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2011-09-01,64.49,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2011-10-01,64.59,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2011-11-01,64.48,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2011-12-01,64.55,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2012-01-01,65.32,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2012-02-01,65.41,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2012-03-01,65.33,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2012-04-01,65.61,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2012-05-01,65.66,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2012-06-01,65.61,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2012-07-01,65.69,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2012-08-01,65.68,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2012-09-01,65.48,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2012-10-01,65.53,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2012-11-01,65.32,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2012-12-01,65.25,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2013-01-01,65.59,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2013-02-01,65.7,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2013-03-01,65.63,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2013-04-01,65.88,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2013-05-01,65.76,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2013-06-01,65.75,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2013-07-01,65.87,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2013-08-01,65.86,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2013-09-01,65.57,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2013-10-01,65.74,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2013-11-01,65.53,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2013-12-01,65.52,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2014-01-01,65.54,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2014-02-01,65.65,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2014-03-01,65.64,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2014-04-01,66.01,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2014-05-01,66.0,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2014-06-01,66.2,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2014-07-01,66.35,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2014-08-01,66.46,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2014-09-01,66.16,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2014-10-01,66.24,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2014-11-01,66.09,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2014-12-01,66.2,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2015-01-01,66.04,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2015-02-01,66.13,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2015-03-01,66.09,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2015-04-01,66.45,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2015-05-01,66.55,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2015-06-01,66.64,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2015-07-01,66.81,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2015-08-01,66.87,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2015-09-01,66.59,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2015-10-01,66.74,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2015-11-01,66.54,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2015-12-01,66.7,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2016-01-01,66.84,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2016-02-01,67.0,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2016-03-01,66.99,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2016-04-01,67.24,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2016-05-01,67.29,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2016-06-01,67.33,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2016-07-01,67.61,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2016-08-01,67.58,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2016-09-01,67.33,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2016-10-01,67.57,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2016-11-01,67.47,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2016-12-01,67.69,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2017-01-01,67.98,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2017-02-01,68.22,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2017-03-01,68.23,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2017-04-01,68.58,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2017-05-01,68.67,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2017-06-01,68.7,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2017-07-01,68.96,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2017-08-01,68.91,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2017-09-01,68.72,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2017-10-01,68.87,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2017-11-01,68.81,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2017-12-01,68.76,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2018-01-01,68.94,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2018-02-01,69.22,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2018-03-01,69.32,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2018-04-01,69.67,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2018-05-01,69.78,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2018-06-01,69.9,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2018-07-01,70.54,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2018-08-01,70.51,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2018-09-01,69.8,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2018-10-01,70.04,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2018-11-01,69.99,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2018-12-01,69.98,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2019-01-01,70.43,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2019-02-01,70.66,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2019-03-01,70.67,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2019-04-01,70.99,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2019-05-01,71.03,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2019-06-01,71.25,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2019-07-01,71.93,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2019-08-01,72.02,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2019-09-01,71.51,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2019-10-01,71.84,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2019-11-01,71.71,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2019-12-01,71.72,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2020-01-01,72.39,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2020-02-01,73.01,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2020-03-01,72.87,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2020-04-01,73.01,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2020-05-01,73.19,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2020-06-01,73.55,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2020-07-01,74.33,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2020-08-01,74.41,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2020-09-01,73.9,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2020-10-01,74.16,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2020-11-01,74.09,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2020-12-01,74.01,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2021-01-01,74.53,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2021-02-01,74.7,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2021-03-01,74.68,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2021-04-01,74.9,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2021-05-01,75.15,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2021-06-01,75.61,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2021-07-01,76.26,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2021-08-01,76.72,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2021-09-01,77.07,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2021-10-01,77.65,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2021-11-01,78.32,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2021-12-01,78.83,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2022-01-01,80.34,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2022-02-01,81.12,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2022-03-01,81.88,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2022-04-01,83.29,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2022-05-01,84.31,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2022-06-01,85.32,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2022-07-01,86.53,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2022-08-01,87.25,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2022-09-01,87.64,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2022-10-01,88.57,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2022-11-01,88.91,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2022-12-01,89.36,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2023-01-01,90.99,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2023-02-01,91.98,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2023-03-01,92.42,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2023-04-01,92.83,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2023-05-01,92.98,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2023-06-01,93.41,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2023-07-01,94.34,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2023-08-01,94.46,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2023-09-01,93.91,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2023-10-01,94.13,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2023-11-01,94.17,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2023-12-01,94.3,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2024-01-01,95.37,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2024-02-01,95.97,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2024-03-01,96.46,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2024-04-01,96.74,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2024-05-01,96.85,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2024-06-01,96.94,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2024-07-01,98.04,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2024-08-01,98.15,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2024-09-01,97.54,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2024-10-01,97.87,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2024-11-01,97.84,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2024-12-01,97.86,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2025-01-01,98.48,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2025-02-01,99.1,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2025-03-01,99.15,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2025-04-01,99.43,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2025-05-01,99.76,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2025-06-01,100.04,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2025-07-01,100.95,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2025-08-01,101.16,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2025-09-01,100.29,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2025-10-01,100.62,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2025-11-01,100.45,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2025-12-01,100.56,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2026-01-01,101.33,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2026-02-01,101.86,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2026-03-01,102.07,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2026-04-01,102.4,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2026-05-01,102.53,2026-07-01,2026-07-01T10:00:00+00:00
2026-07-18,CZ_HICP_CORE_INDEX,2026-06-01,103.0,2026-07-18,2026-07-18T10:00:00+00:00
